Record Number;Title;Priority Country Code;Current Assignee;Assignee;Assignee Original;Current Owner;Publication/Issue Date;Filing/Application Date;CPC;IPC All Versions (IC);Simple Family Members;SFAM All countries;Publication Country;360° Quality;Priority Date;Priority Year;Attorney;Attorney Address;Assignee Country;Inventor Country;No. of Assignees;No. of Inventors;Legal Status (Dead/Alive);Legal Quality;Is Litigated;Is Opposed;Litigation Details;Citation Quality;Intrensic Quality;Market Quality;Record Type;Simple Family ID
WO2018063003A3;DOWNHOLE TOOL;NO;INNOVATION ENERGY AS  ( NO );INNOVATION ENERGY AS (NO);INNOVATION ENERGY AS (NO);INNOVATION ENERGY AS;26.jul.18;27.sep.17;"B23H9/14; B23H3/04; E21B29/02; E21B29/005; B23H5/08; E21B29/06; E21B29/002; E21B29/00; B23H9/001; B23H5/06; B23H3/00; E21B17/1021; E21B28/00; E21B41/0085";"E21B29/02; B23H3/00; B23H9/16; E21B29/00";"US11248429B2 / US2021246748A1
 US12123271B2 / US2023349255A1
 EP3519665A2 / EP3519665B1
 EP4158148A1
 WO2018063003A2 / WO2018063003A3
 WO2021242115A1
 AU2021280755A1
 CA3038971A1
 CA3180414A1
 BR112019006316A2 / BR112019006316B1
 BR112022024057A2
 NO342501B1 / NO20161567A1";EP, NO, BR, WO, US, AU, CA;WO;31.75;29.sep.16;2016;ACAPO AS (NO);PO BOX 1880 NORDNES 5817 BERGEN;NO;NO-1;1;1;DEAD;48;No;No;None;17.25;29.53;41;Application;60413243
WO2019050410A1;MARINE SUCTION ANCHOR;GB;EQUINOR ENERGY AS  ( NO );EQUINOR ENERGY AS (NO);EQUINOR ENERGY AS (NO);EQUINOR ASA;14.mar.19;23.jan.18;"B63B21/27; E21B41/0007; E02D27/52; E21B33/035; E02D23/00";"E21B41/00; B63B21/27; E02D23/00; E02D27/10; E02D27/50; E02D27/52; E21B33/035";"US12077250B2 / US2020198735A1
 US2024286713A1
 MX2020002376A
 WO2019050410A1
 AU2018329410A1 / AU2018329410B2
 CA3075255A1
 CN111356818A / CN111356818B
 GB2566288A / GB2566288B / GB201714402D0
 BR112020004514A2 / BR112020004514B1
 NO20200260A1";GB, CA, US, CN, MX, AU, BR, NO, WO;WO;37.22;07.sep.17;2017;JACKSON ROBERT (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;NO;NO-7;1;7;DEAD;45;No;No;None;28.75;26.32;46.95;Application;60117342
WO2018055062A1;PHARMACEUTICAL COMPOSITION;GB;AVEXXIN AS  ( NO );AVEXXIN AS (NO);AVEXXIN AS (NO);AVEXXIN AS;29.mar.18;21.sep.17;"A61P3/10; A61P43/00; A61P29/00; A61P25/02; A61P13/12; A61P19/02; A61K9/0019; A61K9/107; A61K47/26; A61K31/121; A61K47/14; A61K47/34; A61K47/12";"A61K31/121; A61K9/107; A61K47/26; A61P19/02; A61P25/02";"US11351127B2 / US2020261378A1
 EP3515422A1
 WO2018055062A1
 JP2019529555A
 AU2017329957A1 / AU2017329957B2
 IN201917011651A
 CA3037582A1
 CN109789111A / CN109789111B
 IL265428A
 KR20190055153A
 NZ752337A";EP, CN, JP, US, CA, WO, IN, IL, KR, NZ, AU;WO;76.63;"21-Sep-2016
24-May-2017";2016;CAMPBELL NEIL (GB);DEHNS ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON EC4Y 8JD;NO;"DK-1; NO-1";1;2;DEAD;82;No;No;None;63.86;95.45;83.8;Application;60009605
WO2017176124A1;VESSEL FOR CLEANING OF A SUBMERGED STRUCTURE;NO;HYDRATECH AS  ( NO );HYDRATECH AS (NO);HYDRATECH AS (NO);HYDRATECH AS;12-Oct-2017;04.apr.17;"B08B3/024; A01K61/60; B63B59/10; A01K63/10; B08B3/022; Y02A40/81";"B08B3/02; A01K61/60; A01K63/10; B63B59/10";"WO2017176124A1
 NO344054B1 / NO20160538A1";WO, NO;WO;okt.31;05.apr.16;2016;HAMS PATENTBYRA ANS (NO);PO BOX 171 4301 SANDNES;NO;NO-1;1;1;DEAD;0;No;No;None;18.45;17.34;4;Application;60001342
WO2018026285A1;UNMANNED VEHICLE FOR ROPE TRANSFER;NO;ROLLS ROYCE MARINE AS  ( NO );ROLLS ROYCE MARINE AS (NO);ROLLS ROYCE MARINE AS (NO);ROLLS ROYCE HOLDING PLC;08.feb.18;04.aug.17;"B63B2021/007; B63B2021/003; B64U2101/30; B64U10/14; B64U2101/60; B64U80/84; B64D1/22";B64C39/02;"EP3494040A1 / EP3494040B1
 WO2018026285A1
 CA3033074A1
 DK3494040T3
 ES2922380T3
 SG10202101245A
 SG11201901058A
 NO343118B1 / NO20161271A1
 PT3494040T
 PL3494040T3";EP, NO, CA, SG, WO, PL, ES, DK, PT;WO;31.66;05.aug.16;2016;TANDBERGS PATENTKONTOR AS (NO);PO BOX 1570 VIKA (OFFICE ADDRESS: RÁDHUSGATA 26) 0118 OSLO;NO;"NO-3; FI-1; GB-1";1;5;DEAD;48.5;No;No;None;20.55;26.74;36.9;Application;59799443
WO2018011150A1;CONTROL SYSTEM AND METHOD FOR AN ELECTRIC ACTUATOR WITH FAIL-SAFE FUNCTIONALITY;NO;VETCO GRAY SCANDINAVIA AS  ( NO );VETCO GRAY SCANDINAVIA AS (NO);VETCO GRAY SCANDINAVIA AS (NO);GENERAL ELECTRIC CO;18.jan.18;10.jul.17;"H02H7/0833; H02J9/061; F16K31/04";"H02J9/06; F16K31/04; H02H7/085";WO2018011150A1;WO;WO;aug.95;"11-Jul-2016
23-Jun-2017";2016;LEE BRENDA (GB);THE ARK 201 TALGARTH ROAD HAMMERSMITH LONDON W6 8BJ;NO;NO-1;1;1;DEAD;0;No;No;None;18.78;14.36;0;Application;59384142
WO2018177607A1;A METHOD FOR FORMING A BODY COMPRISING AT LEAST ONE THROUGH-GOING PASSAGE;NO;CONDALIGN AS  ( NO );CONDALIGN AS (NO);CONDALIGN AS (NO);CONDALIGN AS;4-Oct-2018;28.mar.18;"C08J5/18; B01D2323/18; B29K2311/00; B29C67/202; B01D2323/35; B29K2307/04; B29K2069/00; B29K2309/02; B29K2027/18; B29K2023/06; B29K2309/08; B01D69/04; B29K2023/12; B29K2075/00; B29C71/0081; B01D69/02; B29K2105/251; B29K2105/24; B29C2035/0827; B29C67/20; B01D67/003";"B01D67/00; B01D69/02; B01D69/04";"US11986776B2 / US2021187444A1
 EP3600633A1
 WO2018177607A1
 NO342507B1 / NO20170513A1";EP, US, WO, NO;WO;20.77;29.mar.17;2017;VALEA AB (SE);PO BOX 1098 405 23 GÖTEBORG;NO;NO-5;1;5;DEAD;31.mai;No;No;None;sep.95;29.76;25.mai;Application;59071043
WO2017211931A1;METHOD FOR PROVIDING A FIELD MODEL;NO;FMC KONGSBERG SUBSEA AS  ( NO );FMC KONGSBERG SUBSEA AS (NO);FMC KONGSBERG SUBSEA AS (NO);TECHNIPFMC PLC;14-Dec-2017;08.jun.17;"E21B43/01; G06F30/10";"E21B33/035; E21B43/00; E21B43/01";WO2017211931A1;WO;WO;feb.25;09.jun.16;2016;ONSAGERS AS (NO);P O BOX 1813 VIKA N 0123 OSLO;NO;"NO-4; US-1";1;5;DEAD;0;No;No;None;0.13;22.apr;0;Application;59067642
WO2017211640A1;STORAGE SYSTEM WITH ABOVEHEAD VEHICLE AND COMMISSIONING STATION;NO;AUTOSTORE TECH AS  ( NO );AUTOSTORE TECH AS (NO);AUTOSTORE TECH AS (NO);AUTOSTORE TECH AS;14-Dec-2017;31-May-2017;"B65G47/647; B65G1/1378; B65G1/0464; B65G1/04; B65G1/0485";"B65G1/04; B65G1/137";"US10913607B2 / US2019300286A1
 EP3464127A1 / EP3464127B1
 WO2017211640A1
 JP6929876B2 / JP2019517446A
 CA3017808A1
 CN109071113A / CN109071113B
 DK3464127T3
 ES2905543T3
 HK1262084A / HK1262084B
 NO344609B1 / NO20160972A1
 PL3464127T3";EP, CN, US, JP, ES, PL, DK, HK, NO, WO, CA;WO;44.54;06.jun.16;2016;ONSAGERS AS (NO);P O BOX 1813 VIKA N 0123 OSLO;NO;NO-4;1;4;DEAD;48.5;No;No;None;34.3;30.28;60.3;Application;58800843
WO2018189234A1;TRIFILAR TRANSFORMER AND NOTCH FILTERS;GB;NOVELDA AS  ( NO );NOVELDA AS (NO);NOVELDA AS (NO);NOVELDA AS;18-Oct-2018;11.apr.18;"H03H2001/0064; H01F2027/2809; H03H2007/013; H03H2001/0078; H03H2011/0488; H03H7/09; H01F19/04; H01F27/2804; H03H7/0115";"H01F19/04; H01F27/28; H03H7/01; H03H7/09";"US11206006B2 / US2020266792A1
 EP3610490A1 / EP3610490B1
 WO2018189234A1
 CN110537234A / CN110537234B
 GB201705913D0
 TWI833694B / TW201837932A";GB, WO, TW, CN, EP, US;WO;30.97;12.apr.17;2017;DEHNS (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON EC4Y 8JD;NO;NO-1;1;1;DEAD;35;No;No;None;24.34;33.3;36.35;Application;58744842
WO2018024394A1;FABRICATION OF PHOTOCHROMIC DEVICE;NO;INST ENERGITEKNIK  ( NO );INST ENERGITEKNIK (NO);INST ENERGITEKNIK (NO);INST ENERGITEKNIK;08.feb.18;15.jun.17;"C23C14/58; C23C14/08; C23C14/0057; C03C2218/322; C01P2006/60; C09K9/00; C03C2217/425; G02B5/23; C03C2218/155; C03C17/22; C03C2218/151; C23C14/5853; C03C17/27; C23C14/024; C08J7/06; C23C14/06; C01F17/218; C08J7/048; C08J7/046; C08J7/043";"C09K9/00; C01F17/218; C03C17/22; C08J7/043; C08J7/046; C08J7/048; C23C14/06; G02B5/23";"US11629286B2 / US2019169493A1
 EP3494191A1
 WO2018024394A1
 AU2017307919A1 / AU2017307919B2
 IN201937005009A
 GB201621791D0
 NO20161267A1";US, EP, WO, GB, AU, IN, NO;WO;86.76;05.aug.16;2016;PROTECTOR IP CONSULTANTS AS (NO);OSCARSGATE 20 0352 OSLO;NO;"NO-3; ES-1";1;4;DEAD;82;No;No;None;96.2;98.23;73.53;Application;58284343
WO2018052317A1;HANDLING OF HYDROCARBONS AND EQUIPMENT ON AN OFFSHORE PLATFORM;GB;STATOIL PETROLEUM AS  ( NO );STATOIL PETROLEUM AS (NO);STATOIL PETROLEUM AS (NO);EQUINOR ASA;22.mar.18;15.sep.17;"B63B71/00; B63B2043/003; E02B17/027; E21B33/00; B63B35/4413; E21B41/0007; B63B43/00; E02B17/00; B63B2035/4486; E21B34/00; B63B35/44";"E02B17/00; B63B35/44";"US10718185B2 / US2019218893A1
 MX402062B1
 MX2019002856A
 WO2018052317A1
 AU2017328286A1 / AU2017328286B2
 CA3036781A1
 EA201990721A1
 GB2554077A / GB2554077B / GB201615683D0
 BR112019005019A2 / BR112019005019B1
 NO20190458A1";GB, AU, BR, WO, CA, EA, MX, NO, US;WO;35.38;15.sep.16;2016;TAYLOR ADAM (GB);DEHNS ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;NO;NO-3;1;3;DEAD;45;No;No;None;28.mai;33.89;39.25;Application;57288643
WO2016148579A9;NOICE SUPPRESSION COVER FOR A HEAT PUMP;NO;SAFER SOLUTIONS  ( NO );SAFER SOLUTIONS (NO);SAFER SOLUTIONS (NO);SAFER SOLUTIONS;8-Dec-2016;17.mar.16;"F24F1/56; F24F1/58; F24F2013/242";"F24F1/58; F24F1/56";"WO2016148579A1 / WO2016148579A9
 NO340216B1 / NO20150336A1";WO, NO;WO;nov.45;17.mar.15;2015;ACAPO AS (NO);PO BOX 1880 NORDNES 5817 BERGEN;NO;NO-1;1;1;DEAD;0;No;No;None;20.85;19.14;4;Application;56919142
WO2016133401A1;TOOL FOR CLOSED WELL OPERATION;NO;OPTIME SUBSEA SERVICE AS  ( NO );OPTIME SUBSEA SERVICE AS (NO);OPTIME SUBSEA SERVICES AS (NO);OPTIME SUBSEA SERVICE AS;25.aug.16;17.feb.16;"E21B33/072; E21B19/008; E21B33/076; E21B33/038";"E21B33/072; B66D1/00; E21B23/14; E21B33/076";"US10858903B2 / US2018038185A1
 EP3259440A1 / EP3259440A4 / EP3259440B1
 WO2016133401A1
 NO343587B1 / NO20150229A1";NO, WO, US, EP;WO;23.56;18.feb.15;2015;PROTECTOR IP CONSULTANTS AS (NO);OSCARSGATE 20 0352 OSLO;NO;NO-2;1;2;DEAD;37.5;No;No;None;15.65;22.84;25.mai;Application;56692343
WO2016185446A1;AIRWAY-TUBE HOLDER;US;LAERDAL MEDICAL AS  ( NO );LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS;24.nov.16;20-May-2016;"A61M2025/022; A61M16/0493; A61M16/0497; A61M2025/024; F16B37/0857; F16B2/065; A61M25/02";A61M16/04;"US10046130B2 / US2016339194A1
 EP3297714A1 / EP3297714B1
 WO2016185446A1
 JP1558434S
 JP6777655B2 / JP2018515265A
 AU366262S
 AU2016263179A1 / AU2016263179B2
 IN485362A1 / IN201727039345A
 CA2985437A1 / CA2985437C
 CN107847703A / CN107847703B
 CN206473641U
 ES2877428T3
 KR102219034B1 / KR20180031636A
 NZ737207A
 NZ737207B2";EP, CN, WO, CA, IN, KR, AU, US, JP, ES, NZ;WO;80.18;21-May-2015;2015;None;None;NO;NO-2;1;2;DEAD;90;No;No;None;70.7;73.41;88.51;Application;56289543
WO2016167666A1;IMPROVED OIL RECOVERY BY PRESSURE PULSES;NO;RESONATOR AS  ( NO );RESONATOR AS (NO);RESONATOR AS (NO);RESONATOR AS;20-Oct-2016;14.apr.16;"E21B43/003; E21B28/00; E21B43/20";"E21B28/00; B06B1/12; E21B43/00; E21B43/20";WO2016167666A1;WO;WO;mai.65;"15-Apr-2015
09-Mar-2016";2015;CURO AS (NO);VESTRE ROSTEN 81 7075 TILLER;NO;NO-1;1;1;DEAD;0;No;No;None;sep.24;19.mai;0;Application;55969442
WO2017141012A1;POWER SAVING IN NEAR FIELD COMMUNICATIONS;GB;NORDIC SEMICONDUCTOR ASA  ( NO ),SAMUELS ADRIAN JAMES  ( GB );"NORDIC SEMICONDUCTOR ASA (NO); SAMUELS ADRIAN JAMES (GB)";"NORDIC SEMICONDUCTOR ASA (NO); SAMUELS ADRIAN JAMES (GB)";NORDIC SEMICONDUCTOR ASA, SAMUELS ADRIAN JAMES;24.aug.17;09.feb.17;"H04W52/0245; G06K19/0712; H04W52/0225; G06F1/3206; G06K19/0726; G06K19/0723; Y02D30/70; H04B5/72";"H04B5/00; G06K19/07; H04W52/02";"WO2017141012A1
 GB2547447A / GB201602844D0
 TW201735559A";WO, GB, TW;WO;16.34;18.feb.16;2016;DEHNS (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;NO, GB;NO-3;2;3;DEAD;20.62;No;No;None;17.76;23.81;09.jan;Application;55752842
WO2016048163A1;HIGH PRESSURE BARRIER FLUID SYSTEM FOR SUBSEA PUMPS AND COMPRESSORS;NO;AKER SUBSEA AS  ( NO );AKER SUBSEA AS (NO);AKER SUBSEA AS (NO);AKER SUBSEA AS;31.mar.16;25.sep.15;"F04D25/0686; F04D13/086; F04D15/00; F04D27/00";F04D13/08;WO2016048163A1;WO;WO;okt.56;26.sep.14;2014;PROTECTOR IP CONSULTANTS AS (NO);OSCARSGATE 20 NO 0352 OSLO;NO;"US-1; NO-2";1;3;DEAD;0;No;No;None;21.18;20.86;0;Application;55581543
WO2016048162A1;METHOD AND APPARATUS FOR TREATMENT OF PRESSURE VESSELS;NO;NATURGASS MORE AS  ( NO );NATURGASS MORE AS (NO);NATURGASS MÖRE AS (NO);NATURGASS MORE AS;31.mar.16;23.sep.15;"F17C9/02; F17C2221/014; F17C2221/033; F17C2223/0161; F17C2223/033; F17C2225/0123; F17C2225/0161; F17C2225/033; F17C2225/035; F17C2227/0313; F17C2227/0393; F17C2227/044; F17C2260/025; F17C2270/0105; F17C2270/0171";"F17C13/12; F25B19/00";WO2016048162A1;WO;WO;mai.18;23.sep.14;2014;CURO AS (NO);INDUSTRIVEIEN 53 N 7080 HEIMDAL;NO;NO-2;1;2;DEAD;0;No;No;None;aug.15;19.22;0;Application;55581542
WO2017093732A1;LIPID COMPOUNDS AND COMPOSITIONS AND THEIR OPTHALMIC USE;GB;BIOZEP AS  ( NO ),GOLDING LOUISE  ( GB );"BIOZEP AS (NO); GOLDING LOUISE (GB)";"BIOZEP AS (NO); GOLDING LOUISE (GB)";BIOZEP AS, GOLDING LOUISE;08.jun.17;30.nov.16;"C07C57/03; C07C57/52; C07C229/30; A61P27/02; C07C323/52; C07C229/22; A61P27/06; A61K31/202; C07C323/64; C07C233/09; C07C59/60; C07C323/58; C07C59/56; C07C59/76; C07C59/42; C07C57/02; C07C323/54; C07C59/58; A61P27/12; A61K31/16";"A61K31/16; A61K31/202; C07C57/02; C07C57/52; C07C59/42; C07C59/56; C07C59/58; C07C59/60; C07C229/22; C07C229/30; C07C233/09; C07C323/52; C07C323/54; C07C323/58";"US2018346408A1
 US2019284129A1
 EP3383380A1 / EP3383380B1
 WO2017093732A1
 JP2019501890A
 CA3006162A1
 CN108472271A
 GB201521085D0
 KR20180101345A";US, JP, EP, KR, GB, CA, WO, CN;WO;25.mai;30.nov.15;2015;DEHNS (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;NO, GB;NO-1;2;1;DEAD;37.5;No;No;None;15.45;19.51;32.9;Application;55177443
WO2016007017A1;DEVICE AND METHOD FOR MONITORING OF ANNULUS VOLUME IN A PIPE;NO;4SUBSEA AS  ( NO );4SUBSEA AS (NO);4SUBSEA AS (NO);4SUBSEA AS;14.jan.16;08.jul.15;"E21B17/01; E21B41/00; E21B47/003; G01M3/2815; G01M3/283; E21B34/00; G01F17/00";"G01F17/00; E21B17/01; G01M3/28";"US9803463B2 / US2017145808A1
 WO2016007017A1
 AU2015288424A1 / AU2015288424B2
 GB2542997A / GB2542997B / GB201701178D0
 BR112017000249A2 / BR112017000249B1
 NO343813B1 / NO343813B2 / NO20170048A1";WO, GB, BR, AU, NO, US;WO;30.97;08.jul.14;2014;ACAPO AS (NO);PO BOX 1880 NORDNES N 5817 BERGEN;NO;NO-3;1;3;DEAD;52.5;No;No;None;20.78;22.86;32.9;Application;55064543
WO2016007016A1;BIOREACTOR FOR PRODUCTION AND HARVESTING OF MICROALGAE;NO;BIOSYSTEM AS  ( NO );BIOSYSTEM AS (NO);BIOSYSTEM AS (NO);BIOSYSTEM AS;14.jan.16;08.jul.15;"C12M1/00; C12M23/56; C12M27/08; C12M47/02; C12M1/04; C12M23/38; C12M21/02; C12M23/22; C12M29/06; C12M1/002; C12M27/02; C12M31/02; C12M31/10; C12M33/00; C12M27/04; C12M39/00; C12M27/06; B01F27/0541; B01F27/13; B01F2101/44; B01F35/121; B01F33/503; B01F27/073; B01F2035/352; C12R2001/89; C12N1/125; B01F23/2312";"C12M1/04; C12M3/00; C12M3/02; C12N1/12";"US2017158995A1
 EP3167043A1 / EP3167043A4 / EP3167043B1
 WO2016007016A1
 JP6621817B2 / JP2017524381A
 CN107155333A / CN107155333B
 NO340051B1 / NO20150893A1";WO, NO, JP, CN, EP, US;WO;32.12;"08-Jul-2014
08-Aug-2014";2014;ACAPO AS (NO);PO BOX 1880 NORDNES N 5817 BERGEN;NO;NO-2;1;2;DEAD;44;No;No;None;22.94;21.33;40.05;Application;55064542
WO2016102530A1;CYCLIC PHOSPHORIC ACID DERIVATIVE FOR THE TREATMENT OF CHRONIC FATIGUE SYNDROME;US;BERGEN TEKNOLOGIEVERFORING AS  ( NO );BERGEN TEKNOLOGIEVERFORING AS (NO);BERGEN TEKNOLOGIOVERFØRING AS (NO);BERGEN TEKNOLOGIEVERFORING AS;30.jun.16;22-Dec-2015;"A61P43/00; A61K39/3955; A61K31/675; A61K2300/00";"A61K31/675; A61K39/395; A61K45/06; A61P43/00";WO2016102530A1;WO;WO;sep.55;22-Dec-2014;2014;GRAMM LINS & PARTNER PATENT UND RECHTSANWALTE PARTGMBB (DE);FREUNDALLEE 13A 30173 HANNOVER;NO;NO-2;1;2;DEAD;0;No;No;None;18.86;20.feb;0;Application;55024142
WO2017055140A1;SYSTEM AND METHODS FOR HOLDING BACK A TENSIONED ROPE USING A WEDGE THIMBLE;GB;SUBSEA 7 NORWAY NUF  ( NO );SUBSEA 7 NORWAY NUF (NO);SUBSEA 7 NORWAY AS (NO);SUBSEA 7 NORWAY NUF;06.apr.17;20.sep.16;"B63B27/19; D07B1/185; B63B21/06; D07B7/165; D07B7/162; D07B2201/1004; B63B21/04; B63B21/20; F16G11/146; F16G11/08; D07B2501/2061; B63B2021/203";"B63B21/04; B63B21/06; B63B27/00; D07B1/18; F16G11/14";"EP3356217A1 / EP3356217B1
 WO2017055140A1
 AU2016333425A1 / AU2016333425B2
 CN108430864A / CN108430864B
 GB2542815A / GB2542815B / GB201517284D0
 KR102536839B1 / KR20180064381A
 BR112018004641A2 / BR112018004641B1";GB, KR, BR, AU, WO, EP, CN;WO;32.48;30.sep.15;2015;CUMMINGS SEAN ET AL (GB);KELTIE LLP NO1 LONDON BRIDGE LONDON LONDON SE1 9BA;NO;NO-2;1;2;DEAD;44.5;No;No;None;21.93;26.33;40.6;Application;54544342
WO2016075009A1;A PLANT FOR FEEDING ELECTRIC POWER TO LOW VOLTAGE SUBSEA LOADS;NO;VETCO GRAY SCANDINAVIA AS  ( NO );VETCO GRAY SCANDINAVIA AS (NO);VETCO GRAY SCANDINAVIA AS (NO);GENERAL ELECTRIC CO;19-May-2016;04.nov.15;"H02J3/36; Y02E60/60; H02J3/34";H02J3/36;"WO2016075009A1
 NO20141347A1";NO, WO;WO;okt.63;10.nov.14;2014;LEE BRENDA ET AL (GB);GPO EUROPE THE ARK 201 TALGARTH ROAD HAMMERSMITH LONDON W6 8BJ;NO;NO-3;1;3;DEAD;0;No;No;None;18.51;20.27;4;Application;54478743
WO2017072364A1;FIRE PROTECTION OF CABLES;EP;FAVUSEAL AS  ( NO );FAVUSEAL AS (NO);FAVUSEAL AS (NO);FAVUSEAL AS;4-May-2017;31-Oct-2016;"C04B2111/28; C04B2111/00844; C04B26/04; C04B2111/00612; C04B38/00; B29L2031/3462; B29L2011/0075; B29K2995/0016; B29L2009/00; B29K2101/12; H01B3/441; H01B7/295; C04B14/303";"H01B7/295; H01B7/29";WO2017072364A1;WO;WO;mai.71;29-Oct-2015;2015;PLOUGMANN VINGTOFT A S (DK);RUED LANGGAARDS VEJ 8 2300 COPENHAGEN S;NO;NO-1;1;1;DEAD;0;No;No;None;sep.55;18.89;0;Application;54364142
WO2015160262A1;ANTI-AGING COMPOSITION;NO;AMERIKAL NUTRACEUTICAL CORP  ( US ),ESKELAND BJODNE  ( NO );"AMERIKAL NUTRACEUTICAL CORP (US); ESKELAND BJODNE (NO)";"AMERIKAL NUTRACEUTICAL CORP (US); ESKELAND BJØDNE (NO)";AMERIKAL NUTRACEUTICAL CORP, ESKELAND BJODNE;22-Oct-2015;16.apr.15;"A61P9/00; A61P3/00; A61P19/00; A61P15/00; A61P25/00; A61Q19/08; A61K31/122; A61K8/981; A61K8/347; A61K35/57; A61K8/9789; A61K36/48; A61K36/30; A61K8/67; A61K8/925; A61K35/60; A61K8/987; A61K2300/00";"A61K31/57; A61K8/00; A61K31/122; A61K35/60; A61K36/30; A61K36/48; A61P3/00; A61P9/00; A61P15/00; A61P19/00; A61P25/00; A61Q19/00";WO2015160262A1;WO;WO;jul.22;16.apr.14;2014;ZACCO NORWAY AS (NO);PO BOX 2003 VIKA HAAKON VII'S GATE 2 N 0125 OSLO;US, NO;NO-1;2;1;DEAD;0;No;No;None;des.86;20.aug;0;Application;54324342
WO2015126261A1;CLEANING APPARATUS AND USE OF THE SAME;NO;LATERAL AS  ( NO );LATERAL AS (NO);LATERAL AS (NO);LATERAL AS;27.aug.15;23.feb.15;"A46D1/0207; A46B13/02";"A46B13/02; A46B7/10";"WO2015126261A1
 NO337620B1 / NO20141065A1";WO, NO;WO;18.74;"24-Feb-2014
03-Sep-2014";2014;HAMS PATENTBYRA ANS (NO);PO BOX 171 N 4302 SANDNES;NO;NO-3;1;3;DEAD;33.5;No;No;None;21.45;20.94;apr.55;Application;53878643
WO2016203199A1;MEMORY WATCH UNIT;GB;NORDIC SEMICONDUCTOR ASA  ( NO ),WILSON TIMOTHY JAMES  ( GB );"NORDIC SEMICONDUCTOR ASA (NO); WILSON TIMOTHY JAMES (GB)";"NORDIC SEMICONDUCTOR ASA (NO); WILSON TIMOTHY JAMES (GB)";NORDIC SEMICONDUCTOR ASA, WILSON TIMOTHY JAMES;22-Dec-2016;06.jun.16;"G06F2212/1052; G06F13/1668; G06F13/24; G06F12/1441; G06F12/14";G06F12/14;"US10528495B2 / US2018307630A1
 EP3311284A1 / EP3311284B1
 WO2016203199A1
 JP2018524702A
 CN107710174A / CN107710174B
 GB2539455A / GB201510596D0
 KR20180018734A
 TW201702885A";KR, GB, WO, TW, CN, EP, US, JP;WO;26.33;16.jun.15;2015;DEHNS (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;NO, GB;NO-1;2;1;DEAD;42;No;No;None;01.mai;21.81;50.5;Application;53784843
WO2015102498A9;SYSTEM AND METHOD FOR PROCESSING MICROSEISMIC DATA;NO;OCTIO AS  ( NO );OCTIO AS (NO);OCTIO AS (NO);OCTIO AS;27.aug.15;19-Dec-2014;"G01V2210/123; G01V1/288; G01V1/30; G01V1/282";G01V1/30;"US10670754B2 / US2016320504A1
 WO2015102498A1 / WO2015102498A9
 NO336847B1 / NO20140008A1";US, NO, WO;WO;19.apr;03.jan.14;2014;HYNELL AS (NO);PARKVEIEN 53 B 0256 OSLO;NO;NO-3;1;3;DEAD;37;No;No;None;des.48;19.jul;16.aug;Application;53493742
WO2016177591A1;DEFIBRILLATION TRAINING SYSTEM;GB;LAERDAL MEDICAL AS  ( NO );LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS;10.nov.16;25.apr.16;"A61N1/0476; G09B23/288; A61N1/046; A61N1/0492";G09B23/28;"US11004359B2 / US2018114465A1
 EP3292551A1 / EP3292551B1
 WO2016177591A1
 JP6801880B2 / JP2018514266A
 AU2016258772A1 / AU2016258772B2
 CN107548507A / CN107548507B
 GB2539634A / GB201508031D0
 ES2808937T3
 KR102439035B1 / KR20180002759A";CN, EP, US, JP, AU, KR, GB, ES, WO;WO;35.07;05-May-2015;2015;PROTECTOR IP CONSULTANTS AS (NO);OSCARSGATE 20 NO 0352 OSLO;NO;NO-2;1;2;DEAD;48;No;No;None;15.65;26.51;55.2;Application;53489443
WO2016175662A1;A METHOD OF IDENTIFYING A MATERIAL AND/OR CONDITION OF A MATERIAL IN A BOREHOLE;GB;STATOIL PETROLEUM AS  ( NO );STATOIL PETROLEUM AS (NO);STATOIL PETROLEUM AS (NO);EQUINOR ASA;03.nov.16;29.apr.16;"E21B47/005; E21B47/107; G01V1/50; G01V1/40";"E21B47/005; G01V1/44; G01V1/50";"US10697286B2 / US2018128094A1
 WO2016175662A1
 AU2016254907A1
 AU2021202822A1 / AU2021202822B2
 CA2984236A1 / CA2984236C
 GB2537906A / GB2537906B / GB201507409D0
 NO345791B1 / NO20171904A1";GB, AU, CA, WO, NO, US;WO;29.jul;30.apr.15;2015;BRANDERHORST MATTHIJS (GB);FLETCHER HOUSE (2ND FLOOR) HEATLEY ROAD OXFORD SCIENCE PARK OXFORD OXFORDSHIRE OX4 4GE;NO;NO-1;1;1;DEAD;44.5;No;No;None;20.94;25.58;32.9;Application;53488942
